MSN,YYYYMM,Value_x,Column_Order,Description,Unit,Month,Date,Value_y,c_v,Anomaly
RETCBUS,200402,0.322908,11,Total Renewable Energy Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
TETCBUS,200402,8.580763,12,Total Primary Energy Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
CLTCBUS,200403,1.746479,1,Coal Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
NNTCBUS,200403,2.149567,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
PMTCBUS,200403,3.357784,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
FFTCBUS,200403,7.263378,4,Total Fossil Fuels Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
NUETBUS,200403,0.659937,5,Nuclear Electric Power Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
HVTCBUS,200403,0.078184,6,Hydroelectric Power Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
GETCBUS,200403,0.006758,7,Geothermal Energy Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
SOTCBUS,200403,0.004289,8,Solar Energy Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
WYTCBUS,200403,0.004406,9,Wind Energy Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
BMTCBUS,200403,0.24863,10,Biomass Energy Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
RETCBUS,200403,0.342267,11,Total Renewable Energy Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
TETCBUS,200403,8.262434,12,Total Primary Energy Consumption,Quadrillion Btu,3,2004-03-01,47.39,8.55,5.89
CLTCBUS,200404,1.616,1,Coal Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
NNTCBUS,200404,1.785159,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
PMTCBUS,200404,3.267693,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
FFTCBUS,200404,6.692449,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
NUETBUS,200404,0.611292,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
HVTCBUS,200404,0.07127,6,Hydroelectric Power Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
GETCBUS,200404,0.006405,7,Geothermal Energy Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
SOTCBUS,200404,0.004722,8,Solar Energy Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
WYTCBUS,200404,0.004418,9,Wind Energy Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
BMTCBUS,200404,0.248412,10,Biomass Energy Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
RETCBUS,200404,0.335227,11,Total Renewable Energy Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
TETCBUS,200404,7.638983,12,Total Primary Energy Consumption,Quadrillion Btu,4,2004-04-01,52.66,11.47777778,1.62
CLTCBUS,200405,1.779319,1,Coal Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
NNTCBUS,200405,1.607812,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
PMTCBUS,200405,3.341184,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
FFTCBUS,200405,6.765564,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
NUETBUS,200405,0.676959,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
HVTCBUS,200405,0.081955,6,Hydroelectric Power Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
GETCBUS,200405,0.006644,7,Geothermal Energy Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
SOTCBUS,200405,0.005278,8,Solar Energy Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
WYTCBUS,200405,0.005806,9,Wind Energy Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
BMTCBUS,200405,0.244964,10,Biomass Energy Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
RETCBUS,200405,0.344647,11,Total Renewable Energy Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
TETCBUS,200405,7.787769,12,Total Primary Energy Consumption,Quadrillion Btu,5,2004-05-01,61.9,16.61111111,1.71
CLTCBUS,200406,1.886474,1,Coal Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
NNTCBUS,200406,1.520787,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
PMTCBUS,200406,3.311893,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
FFTCBUS,200406,6.739287,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
NUETBUS,200406,0.706331,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
HVTCBUS,200406,0.086161,6,Hydroelectric Power Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
GETCBUS,200406,0.006621,7,Geothermal Energy Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
SOTCBUS,200406,0.005343,8,Solar Energy Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
WYTCBUS,200406,0.004767,9,Wind Energy Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
BMTCBUS,200406,0.246754,10,Biomass Energy Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
RETCBUS,200406,0.349647,11,Total Renewable Energy Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
TETCBUS,200406,7.797455,12,Total Primary Energy Consumption,Quadrillion Btu,6,2004-06-01,68.05,20.02777778,-0.42
CLTCBUS,200407,2.042463,1,Coal Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
NNTCBUS,200407,1.623573,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
PMTCBUS,200407,3.446458,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
FFTCBUS,200407,7.121877,4,Total Fossil Fuels Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
NUETBUS,200407,0.750556,5,Nuclear Electric Power Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
HVTCBUS,200407,0.079562,6,Hydroelectric Power Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
GETCBUS,200407,0.006883,7,Geothermal Energy Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
SOTCBUS,200407,0.005575,8,Solar Energy Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
WYTCBUS,200407,0.003973,9,Wind Energy Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
BMTCBUS,200407,0.257191,10,Biomass Energy Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
RETCBUS,200407,0.353184,11,Total Renewable Energy Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
TETCBUS,200407,8.2355,12,Total Primary Energy Consumption,Quadrillion Btu,7,2004-07-01,72.88,22.71111111,-0.71
CLTCBUS,200408,2.015186,1,Coal Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
NNTCBUS,200408,1.613918,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
PMTCBUS,200408,3.463136,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
FFTCBUS,200408,7.099052,4,Total Fossil Fuels Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
NUETBUS,200408,0.741102,5,Nuclear Electric Power Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
HVTCBUS,200408,0.073672,6,Hydroelectric Power Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
GETCBUS,200408,0.006813,7,Geothermal Energy Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
SOTCBUS,200408,0.005488,8,Solar Energy Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
WYTCBUS,200408,0.003585,9,Wind Energy Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
BMTCBUS,200408,0.254388,10,Biomass Energy Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
RETCBUS,200408,0.343947,11,Total Renewable Energy Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
TETCBUS,200408,8.195797,12,Total Primary Energy Consumption,Quadrillion Btu,8,2004-08-01,70.14,21.18888889,-1.94
CLTCBUS,200409,1.8778,1,Coal Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
NNTCBUS,200409,1.51531,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
PMTCBUS,200409,3.268051,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
FFTCBUS,200409,6.65937,4,Total Fossil Fuels Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
NUETBUS,200409,0.687539,5,Nuclear Electric Power Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
HVTCBUS,200409,0.070032,6,Hydroelectric Power Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
GETCBUS,200409,0.006497,7,Geothermal Energy Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
SOTCBUS,200409,0.004986,8,Solar Energy Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
WYTCBUS,200409,0.003718,9,Wind Energy Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
BMTCBUS,200409,0.243852,10,Biomass Energy Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
RETCBUS,200409,0.329085,11,Total Renewable Energy Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
TETCBUS,200409,7.679238,12,Total Primary Energy Consumption,Quadrillion Btu,9,2004-09-01,65.64,18.68888889,0.8
CLTCBUS,200410,1.80633,1,Coal Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
NNTCBUS,200410,1.591805,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
PMTCBUS,200410,3.413226,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
FFTCBUS,200410,6.817708,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
NUETBUS,200410,0.652067,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
HVTCBUS,200410,0.06436,6,Hydroelectric Power Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
GETCBUS,200410,0.006879,7,Geothermal Energy Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
SOTCBUS,200410,0.00447,8,Solar Energy Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
WYTCBUS,200410,0.003511,9,Wind Energy Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
BMTCBUS,200410,0.254761,10,Biomass Energy Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
RETCBUS,200410,0.333981,11,Total Renewable Energy Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
TETCBUS,200410,7.80738,12,Total Primary Energy Consumption,Quadrillion Btu,10,2004-10-01,55.35,12.97222222,1.25
CLTCBUS,200411,1.819334,1,Coal Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
NNTCBUS,200411,1.823223,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
PMTCBUS,200411,3.296767,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
FFTCBUS,200411,6.945019,4,Total Fossil Fuels Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
NUETBUS,200411,0.614635,5,Nuclear Electric Power Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
HVTCBUS,200411,0.071437,6,Hydroelectric Power Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
GETCBUS,200411,0.006578,7,Geothermal Energy Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
SOTCBUS,200411,0.003625,8,Solar Energy Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
WYTCBUS,200411,0.003181,9,Wind Energy Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
BMTCBUS,200411,0.248184,10,Biomass Energy Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
RETCBUS,200411,0.333005,11,Total Renewable Energy Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
TETCBUS,200411,7.897764,12,Total Primary Energy Consumption,Quadrillion Btu,11,2004-11-01,43.99,6.661111111,2.3
CLTCBUS,200412,2.020872,1,Coal Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
NNTCBUS,200412,2.382949,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
PMTCBUS,200412,3.465109,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
FFTCBUS,200412,7.876444,4,Total Fossil Fuels Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
NUETBUS,200412,0.715534,5,Nuclear Electric Power Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
HVTCBUS,200412,0.089431,6,Hydroelectric Power Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
GETCBUS,200412,0.00681,7,Geothermal Energy Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
SOTCBUS,200412,0.003418,8,Solar Energy Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
WYTCBUS,200412,0.003999,9,Wind Energy Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
BMTCBUS,200412,0.265897,10,Biomass Energy Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
RETCBUS,200412,0.369554,11,Total Renewable Energy Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
TETCBUS,200412,8.966889,12,Total Primary Energy Consumption,Quadrillion Btu,12,2004-12-01,35.06,1.7,2.38
CLTCBUS,200501,2.012518,1,Coal Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
NNTCBUS,200501,2.629461,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
PMTCBUS,200501,3.363017,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
FFTCBUS,200501,8.015701,4,Total Fossil Fuels Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
NUETBUS,200501,0.728728,5,Nuclear Electric Power Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
HVTCBUS,200501,0.082817,6,Hydroelectric Power Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
GETCBUS,200501,0.007143,7,Geothermal Energy Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
SOTCBUS,200501,0.002742,8,Solar Energy Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
WYTCBUS,200501,0.003861,9,Wind Energy Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
BMTCBUS,200501,0.265619,10,Biomass Energy Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
RETCBUS,200501,0.362181,11,Total Renewable Energy Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
TETCBUS,200501,9.111653,12,Total Primary Energy Consumption,Quadrillion Btu,1,2005-01-01,33.39,0.772222222,3.27
CLTCBUS,200502,1.77599,1,Coal Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
NNTCBUS,200502,2.300506,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
PMTCBUS,200502,3.0628,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
FFTCBUS,200502,7.152356,4,Total Fossil Fuels Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
NUETBUS,200502,0.636042,5,Nuclear Electric Power Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
HVTCBUS,200502,0.073722,6,Hydroelectric Power Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
GETCBUS,200502,0.00622,7,Geothermal Energy Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
SOTCBUS,200502,0.002968,8,Solar Energy Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
WYTCBUS,200502,0.003298,9,Wind Energy Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
BMTCBUS,200502,0.247041,10,Biomass Energy Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
RETCBUS,200502,0.333249,11,Total Renewable Energy Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
TETCBUS,200502,8.127787,12,Total Primary Energy Consumption,Quadrillion Btu,2,2005-02-01,37.94,3.3,4.12
CLTCBUS,200503,1.845437,1,Coal Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
NNTCBUS,200503,2.261281,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
PMTCBUS,200503,3.436279,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
FFTCBUS,200503,7.55195,4,Total Fossil Fuels Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
NUETBUS,200503,0.642216,5,Nuclear Electric Power Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
HVTCBUS,200503,0.078258,6,Hydroelectric Power Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
GETCBUS,200503,0.00698,7,Geothermal Energy Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
SOTCBUS,200503,0.004158,8,Solar Energy Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
WYTCBUS,200503,0.005325,9,Wind Energy Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
BMTCBUS,200503,0.259499,10,Biomass Energy Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
RETCBUS,200503,0.354219,11,Total Renewable Energy Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
TETCBUS,200503,8.556536,12,Total Primary Energy Consumption,Quadrillion Btu,3,2005-03-01,42.31,5.727777778,0.81
CLTCBUS,200504,1.637086,1,Coal Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
NNTCBUS,200504,1.767992,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
PMTCBUS,200504,3.20424,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
FFTCBUS,200504,6.615682,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
NUETBUS,200504,0.579031,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
HVTCBUS,200504,0.078675,6,Hydroelectric Power Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
GETCBUS,200504,0.006829,7,Geothermal Energy Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
SOTCBUS,200504,0.004638,8,Solar Energy Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
WYTCBUS,200504,0.005792,9,Wind Energy Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
BMTCBUS,200504,0.246323,10,Biomass Energy Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
RETCBUS,200504,0.342257,11,Total Renewable Energy Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
TETCBUS,200504,7.543242,12,Total Primary Energy Consumption,Quadrillion Btu,4,2005-04-01,52.25,11.25,1.21
CLTCBUS,200505,1.748602,1,Coal Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
NNTCBUS,200505,1.560987,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
PMTCBUS,200505,3.39389,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
FFTCBUS,200505,6.708309,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
NUETBUS,200505,0.65716,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
HVTCBUS,200505,0.093074,6,Hydroelectric Power Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
GETCBUS,200505,0.007185,7,Geothermal Energy Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
SOTCBUS,200505,0.005178,8,Solar Energy Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
WYTCBUS,200505,0.005959,9,Wind Energy Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
BMTCBUS,200505,0.256686,10,Biomass Energy Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
RETCBUS,200505,0.368082,11,Total Renewable Energy Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
TETCBUS,200505,7.738733,12,Total Primary Energy Consumption,Quadrillion Btu,5,2005-05-01,59.54,15.3,-0.65
CLTCBUS,200506,1.953828,1,Coal Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
NNTCBUS,200506,1.571608,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
PMTCBUS,200506,3.387677,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
FFTCBUS,200506,6.914146,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
NUETBUS,200506,0.690282,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
HVTCBUS,200506,0.091384,6,Hydroelectric Power Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
GETCBUS,200506,0.007036,7,Geothermal Energy Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
SOTCBUS,200506,0.005247,8,Solar Energy Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
WYTCBUS,200506,0.006131,9,Wind Energy Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
BMTCBUS,200506,0.255114,10,Biomass Energy Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
RETCBUS,200506,0.364912,11,Total Renewable Energy Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
TETCBUS,200506,7.974767,12,Total Primary Energy Consumption,Quadrillion Btu,6,2005-06-01,69.19,20.66111111,0.72
